date,pressure,wind_speed,humidity,temperature,PM10,PM2.5
2018-02-23,100976.96,1.6088075519999998,80.72,27.5812,55.0,33.0
2018-02-24,101121.3025,0.659102252,81.47058824,27.91092437,55.0,41.0
2018-02-25,100961.4844,0.47288450000000004,77.4453125,28.515625,56.0,36.0
2018-02-26,100881.5538,0.950895044,74.87649402,28.85657371,51.0,44.0
2018-02-27,100923.1076,1.3452163819999998,81.35458167,27.10318725,58.0,33.0
2018-02-28,100818.8538,1.031725913,74.73913043,28.67588933,44.0,42.0
2018-03-01,100715.4086,1.147170739,77.6536965,29.42178988,41.0,28.0
2018-03-02,100679.8406,1.465614406,76.99601594,29.643824699999996,32.0,27.0
2018-03-03,100616.8,1.465933568,77.396,29.6808,30.0,19.0
2018-03-04,100708.1818,1.28705113,76.41501976,29.97628458,29.0,19.0
2018-03-05,100708.4646,1.430352,77.31889764,30.18149606,32.0,18.0
2018-03-06,100783.373,1.67586781,76.30158730000001,30.37579365,33.0,20.0
2018-03-07,100793.4252,1.971024,77.19685039,30.24448819,44.0,22.0
2018-03-08,100801.3492,1.6123597459999999,76.88888889,30.046825399999996,43.0,30.0
2018-03-09,101012.2957,1.567771019,81.00389105,25.77782101,64.0,31.0
2018-03-10,101120.754,1.0863781590000001,68.46031746,26.30992063,72.0,43.0
2018-03-11,101048.373,0.411560635,60.83730159,28.57777778,85.0,61.0
2018-03-12,100982.7059,0.8746206120000001,69.57647059,29.25411765,56.0,80.0
2018-03-13,100899.3307,1.436512,74.98425197,29.6984252,46.0,43.0
2018-03-14,100785.3725,2.078998965,76.78823529,29.5772549,47.0,30.0
2018-03-15,100794.8606,2.168054948,75.50199203,29.53864542,42.0,27.0
2018-03-16,100835.16,1.6808703999999999,76.352,29.5124,30.0,26.0
2018-03-17,100842.6877,1.29517913,74.01581028,29.84782609,24.0,20.0
2018-03-18,100916.9685,1.5847040000000001,75.52362205,29.90275591,27.0,16.0
2018-03-19,100822.3457,1.663246354,75.06584362,30.28765432,38.0,16.0
2018-03-20,100715.9055,1.318416,75.12598425,30.67874016,40.0,25.0
2018-03-21,100741.451,2.277099043,76.89019608,30.07960784,49.0,26.0
