date,pressure,wind_speed,humidity,temperature,PM2.5,PM10
7/12/2018,100800.6944,1.159820444,64.23958333,31.31180556,35,41
8/12/2018,101032.1181,2.702418889,86.91666667,26.06909722,23,46
9/12/2018,101008.1597,1.818273111,82.03819444,27.43715278,28,57
10/12/2018,100975.2778,1.631696,73.77083333,27.903125,30,61
11/12/2018,100973.0556,1.716292111,70.15972222,29.29305556,33,45
12/12/2018,101107.7003,2.494233979,74.59581882,28.16027875,25,44
13/12/2018,101263.125,2.085876222,66.24652778,27.55034722,24,54
14/12/2018,101288.9931,1.291448889,65.52083333,27.240625,28,62
15/12/2018,101287.1181,1.862977111,63.95486111,27.51006944,32,53
16/12/2018,101277.5,1.724829333,61.51388889,29.03333333,27,44
17/12/2018,101271.1111,1.821377556,63.14583333,28.38576389,23,61
18/12/2018,101215.1389,2.789343333,62.98611111,28.42048611,25,62
19/12/2018,101210.9375,1.923824222,61.40625,29.35104167,38,90
20/12/2018,101088.6806,1.259162667,66.33333333,30.07361111,59,79
21/12/2018,100925.0694,1.288965333,68.25347222,30.33993056,50,70
22/12/2018,100891.0417,1.579696556,67.73263889,31.04027778,39,63
23/12/2018,100879.6875,2.683171333,63.38888889,30.76979167,37,61
24/12/2018,100902.5694,2.320727444,61.78819444,30.10208333,33,71
25/12/2018,100852.5694,1.946331444,60.39930556,29.61770833,40,77
26/12/2018,100788.6806,2.180251333,57.86458333,29.10798611,47,77
27/12/2018,100721.875,2.030927556,56.55208333,29.06180556,44,74
28/12/2018,100755.9028,2.056073556,61.11805556,29.46840278,46,39
29/12/2018,101066.0069,2.631482333,79.77777778,27.25798611,25,43
30/12/2018,101280.1736,2.506994111,78.66319444,26.21597222,24,41.5
31/12/2018,101417.9861,1.241622556,68.75,26.33993056,22,40
1/1/2019,101466.9444,0.995284889,61.63194444,26.04027778,22,49
2/1/2019,101403.1944,0.822988222,59.87152778,26.25555556,25,53
3/1/2019,101414.7569,1.226566,63.19791667,25.36319444,28,59
4/1/2019,101284.0972,0.873280222,64.88194444,26.28159722,31,60
5/1/2019,101204.6181,0.44704,70.32638889,26.43194444,34,77
6/1/2019,101201.5972,0.320378667,76.37152778,27.54166667,51,74
7/1/2019,101085.3125,0.646190111,73.86111111,28.609375,58,46
8/1/2019,101112.7257,0.508119944,77.86458333,28.28055556,54.33333333,51
9/1/2019,101140.1389,0.370049778,81.86805556,27.95173611,50.66666667,60
10/1/2019,101086.9792,0.564232778,76.57638889,28.82777778,47,83
11/1/2019,101070.625,0.268224,71.36805556,29.37986111,83,69
12/1/2019,101034.6181,0.549021,67.37847222,30.39965278,62,78
13/1/2019,100954.375,0.571373,69.17534722,30.26180556,70,78
14/1/2019,100874.1319,0.593725,70.97222222,30.12395833,64,66
15/1/2019,100913.4375,0.320533889,77.47569444,28.69513889,48,59
